sr_no,Dta,Dts,QFE,RF,Q,RH,S,SR,Sx,T
2561,137,25,1010.7,0,5122,67.7,9,499,20,22.35
2562,225,34,1010.7,0,5124,68.2,9,427,17,22.3
2563,225,31,1010.8,0,5126,68.9,9,290,17,21.82
2564,219,33,1011,0,5128,70.7,9,425,16,22.07
2565,220,31,1010.9,0,5130,71.2,8,379,14,22.19
2566,223,39,1011,0,5132,71.2,8,286,15,22.14
2567,220,30,1011,0,5134,71.7,7,236,11,22.09
2568,216,30,1011.3,0,5136,74,7,134,13,21.48
2569,213,32,1011.3,0,5138,76,8,96,16,21.05
2570,117,54,1011.3,0,5140,77.5,7,88,13,21.08
2571,214,32,1011.2,0,5142,76.9,7,84,11,21.12
2572,45,91,1011.2,0,5144,76.6,7,62,11,21.26
2573,206,26,1011.2,0,5146,76,6,53,11,21.24
2574,204,24,1011.2,0,5148,73.6,5,33,9,21.29
2575,203,23,1011.2,0,5150,72.4,4,22,7,21.25
2576,209,28,1011.2,0,5152,72.3,4,27,8,21.11
2577,219,23,1011.3,0,5154,74.5,4,25,7,20.84
2578,222,21,1011.5,0,5156,76.4,5,14,9,20.65
2579,213,25,1011.4,0,5158,77,4,18,7,20.53
2580,208,23,1011.4,0,5160,75.4,5,15,7,20.53
2581,207,25,1011.6,0,5162,73.6,5,21,7,20.52
2582,202,22,1011.6,0,5164,73.3,5,26,8,20.43
2583,204,28,1011.8,0,5166,73.4,5,20,9,20.31
2584,201,25,1011.7,0,5168,73.4,4,19,8,20.26
2585,204,21,1011.7,0,5170,73.7,4,28,7,20.11
2586,205,23,1011.7,0,5172,74,4,19,6,20.03
2587,206,19,1011.8,0,5174,75,4,14,6,20.03
2588,208,20,1012,0,5176,75.7,4,15,6,19.92
2589,205,18,1012,0,5178,76.4,4,12,6,19.81
2590,205,17,1012.1,0,5180,77.3,4,19,6,19.77
2591,198,19,1012.4,0,5182,77.7,4,15,6,19.73
2592,191,11,1012.6,0,5184,78.2,4,14,6,19.64
2593,182,13,1012.4,0,5186,78.4,4,20,5,19.39
2594,176,19,1012.3,0,5188,78.7,4,23,5,19.23
2595,173,13,1012.4,0,5190,77.6,4,21,6,19.12
2596,176,14,1012.5,0,5192,76.3,5,13,6,19.1
2597,169,14,1012.6,0,5194,74.1,5,20,7,19.27
2598,164,14,1012.7,0,5196,71.4,5,14,7,19.37
2599,161,15,1012.9,0,5198,69,5,15,7,19.45
2600,156,15,1013,0,5200,67.1,6,26,8,19.5
2601,141,19,1013,0,5202,64.4,6,16,8,19.74
2602,103,12,1013,0,5204,64.5,6,15,9,19.44
2603,100,14,1013,0,5206,62.4,7,17,10,19.52
2604,112,17,1013.1,0,5208,59.4,7,18,12,19.79
2605,101,14,1013,0,5210,57.8,8,18,12,19.69
2606,100,13,1013,0,5212,58,8,17,14,19.58
2607,98,16,1012.9,0,5214,57.7,10,11,16,19.55
2608,103,13,1012.9,0,5216,58.6,8,5,12,19.26
2609,105,11,1012.9,0,5218,59.7,7,12,9,18.96
2610,101,11,1012.9,0,5220,60.7,7,16,12,18.73
2611,107,11,1012.8,0,5222,59.7,7,17,11,18.67
2612,103,13,1012.9,0,5224,59.9,7,20,10,18.43
2613,106,13,1012.9,0,5226,60.2,7,13,10,18.25
2614,109,14,1012.9,0,5228,60.4,7,12,11,18.12
2615,107,12,1012.9,0,5230,61,7,29,10,17.97
2616,105,14,1012.8,0,5232,61.9,6,18,10,17.75
2617,105,14,1012.8,0,5234,62.4,7,25,10,17.57
2618,99,13,1012.8,0,5236,63,7,22,9,17.47
2619,109,14,1012.8,0,5238,63.5,6,10,9,17.32
2620,106,14,1012.8,0,5240,64,7,24,14,17.2
2621,97,11,1012.9,0,5242,64.9,7,11,10,17
2622,98,13,1013,0,5244,65.2,7,13,9,16.9
2623,97,12,1013.1,0,5246,65.5,6,9,9,16.73
2624,91,12,1013.1,0,5248,65.5,6,21,8,16.55
2625,91,12,1013.1,0,5250,65.5,6,13,9,16.46
2626,92,15,1013.3,0,5252,64.1,6,36,9,16.39
2627,93,13,1013.4,0,5254,62.5,7,20,10,16.4
2628,104,12,1013.6,0,5256,63.5,5,15,7,16.2
2629,111,14,1013.7,0,5258,64.4,5,11,9,16.13
2630,103,12,1013.7,0,5260,65.6,5,19,8,15.83
2631,99,13,1013.8,0,5262,66.1,6,26,9,15.9
2632,102,11,1013.8,0,5264,66.7,5,14,8,15.68
2633,110,10,1013.8,0,5266,67.6,5,9,7,15.52
2634,100,10,1013.9,0,5268,68.6,5,6,7,15.21
2635,105,10,1014.2,0,5270,69.4,5,18,7,15.05
2636,105,10,1014.2,0,5272,69.7,5,23,6,14.93
2637,100,10,1014.4,0,5274,69.9,5,47,7,15.08
2638,100,10,1014.3,0,5276,68.6,5,51,7,15.41
2639,101,18,1014.6,0,5278,66.5,6,73,8,15.91
2640,125,14,1014.7,0,5280,64.7,5,115,7,16.09
2641,111,13,1014.7,0,5282,63.7,6,158,10,16.18
2642,108,14,1014.7,0,5284,62.2,7,205,9,16.6
2643,108,15,1014.8,0,5286,60.3,6,225,11,16.97
2644,117,17,1015,0,5288,58.7,7,283,10,17.14
2645,121,18,1015.2,0,5290,57.7,6,315,9,17.29
2646,111,15,1015.2,0,5292,57,8,360,11,17.73
2647,103,14,1015.3,0,5294,55.5,7,390,10,18.26
2648,97,12,1015.4,0,5296,54.2,7,425,10,18.79
2649,97,18,1015.3,0,5298,53,6,458,8,18.96
2650,94,20,1015.4,0,5300,53.1,6,494,9,19.65
2651,95,16,1015.4,0,5302,50.7,7,527,9,19.6
2652,73,26,1015.4,0,5304,50.5,7,547,12,20.12
2653,86,14,1015.4,0,5306,50,9,605,12,20.46
2654,84,22,1015.2,0,5308,49,8,628,12,20.95
2655,58,22,1015.1,0,5310,47.6,8,665,12,21.25
2656,81,18,1015.1,0,5312,46.2,9,692,12,21.73
2657,67,23,1015.2,0,5314,44.9,7,729,11,21.82
2658,68,29,1015.2,0,5316,41.7,6,776,10,22.55
2659,76,29,1015,0,5318,41.1,5,797,8,22.84
2660,72,33,1014.8,0,5320,41.2,5,816,8,23.3
2661,54,23,1014.7,0,5322,39.7,6,853,10,23.6
2662,47,29,1014.7,0,5324,38.4,5,879,8,23.82
2663,73,28,1014.6,0,5326,36.6,5,901,9,23.97
2664,113,21,1014.7,0,5328,35.5,5,929,8,24.74
2665,75,79,1014.6,0,5330,35.2,4,948,6,25.25
2666,126,60,1014.5,0,5332,33.5,4,965,6,25.3
2667,70,54,1014.4,0,5334,32.1,5,989,8,26.02
2668,24,30,1014.4,0,5336,31.8,5,1013,7,26.29
2669,1,51,1014.3,0,5338,30,4,1018,7,26.66
2670,159,81,1014.4,0,5340,28.7,3,1040,6,27.25
2671,65,66,1014.3,0,5342,29,3,1039,5,27.11
2672,229,40,1014.2,0,5344,28.8,4,1043,8,27.1
2673,228,32,1014.1,0,5346,35,6,1035,11,26.81
2674,243,31,1014,0,5348,35.8,7,1055,14,27.04
2675,253,28,1013.9,0,5350,36.6,8,1048,12,26.89
2676,189,75,1013.8,0,5352,37.9,8,1043,15,26.7
2677,235,35,1013.8,0,5354,38.5,7,1046,13,26.43
2678,230,28,1013.8,0,5356,37.2,6,1061,11,26.96
2679,223,36,1013.8,0,5358,37.3,7,1051,11,26.32
2680,232,37,1013.7,0,5360,37.8,7,1051,11,27.59
2681,267,63,1013.7,0,5362,37.1,8,1043,14,26.28
2682,174,94,1013.6,0,5364,36.5,8,1039,13,26.87
2683,137,64,1013.6,0,5366,39.9,9,1035,17,25.83
2684,238,29,1013.6,0,5368,40.5,10,1021,16,25.81
2685,213,37,1013.5,0,5370,37.9,7,1022,12,25.74
2686,220,32,1013.4,0,5372,39.1,7,1014,12,25.81
2687,221,33,1013.3,0,5374,41.2,8,993,16,25.55
2688,160,49,1013.3,0,5376,38,9,985,16,24.95
2689,232,36,1013.3,0,5378,39.3,10,968,17,24.58
2690,230,29,1013.2,0,5380,43.9,10,944,17,24.68
2691,227,32,1013.1,0,5382,39.5,9,942,17,24.57
2692,212,38,1013.1,0,5384,37.2,7,914,16,24.47
2693,153,104,1013,0,5386,36.6,7,879,12,24.91
2694,227,38,1013,0,5388,35.8,8,873,14,24.64
2695,226,35,1012.9,0,5390,36.3,9,819,13,25.41
2696,255,7,1012.7,0,5392,35.4,7,815,12,25.02
2697,281,65,1012.7,0,5394,38.7,9,780,14,25.01
2698,331,53,1012.8,0,5396,34.9,10,746,16,24.36
2699,109,79,1012.8,0,5398,33.5,9,713,17,24.5
2700,227,30,1012.8,0,5400,35.1,8,660,13,25.07
2701,222,34,1012.9,0,5402,38.1,9,643,16,24.02
2702,340,80,1012.9,0,5404,39.7,9,591,17,23.43
2703,60,41,1012.9,0,5406,44.2,10,555,17,23.17
2704,225,35,1012.9,0,5408,45.1,9,522,15,23.38
2705,116,73,1012.8,0,5410,46.2,8,475,15,23.57
2706,282,54,1012.8,0,5412,46.1,8,444,14,23.54
2707,221,29,1012.7,0,5414,45.3,6,409,10,23.85
2708,302,109,1012.7,0,5416,43.1,6,379,12,23.93
2709,216,35,1012.7,0,5418,41.2,7,344,14,24.44
2710,219,33,1012.7,0,5420,42.1,6,315,11,24.19
2711,199,105,1012.7,0,5422,44.5,7,279,12,23.84
2712,219,31,1012.8,0,5424,47.8,7,249,12,23.32
2713,222,37,1012.8,0,5426,51.6,7,222,12,22.94
2714,221,30,1012.9,0,5428,54.1,7,164,15,22.41
2715,221,29,1013,0,5430,57,7,134,13,22.05
2716,222,28,1013.1,0,5432,57.9,6,91,11,21.68
2717,297,102,1013.2,0,5434,58.7,6,58,10,21.47
2718,217,34,1013.2,0,5436,60,5,37,8,21.1
2719,217,29,1013.3,0,5438,62.5,5,28,7,20.83
2720,216,23,1013.4,0,5440,63.7,5,35,8,20.56
2721,208,25,1013.5,0,5442,62.1,5,24,9,20.59
2722,202,18,1013.4,0,5444,62.3,4,16,7,20.35
2723,205,22,1013.3,0,5446,63.9,4,21,5,20.05
2724,209,16,1013.3,0,5448,65.6,4,18,5,19.96
2725,205,19,1013.3,0,5450,66.3,4,26,6,19.88
2726,199,23,1013.3,0,5452,67,4,7,5,19.72
2727,205,19,1013.5,0,5454,67.9,4,24,5,19.59
2728,204,20,1013.5,0,5456,68.2,4,9,6,19.51
2729,200,16,1013.6,0,5458,67.9,4,7,6,19.28
2730,200,9,1013.6,0,5460,67.7,3,10,5,19.07
2731,208,21,1013.7,0,5462,67.6,3,28,4,18.9
2732,206,19,1013.8,0,5464,67.1,3,24,5,18.82
2733,198,13,1014,0,5466,66,4,25,5,18.82
2734,201,17,1014,0,5468,65.3,3,20,4,18.69
2735,203,16,1014,0,5470,64.6,4,10,5,18.63
2736,206,9,1014,0,5472,64.9,3,9,5,18.49
2737,206,15,1014,0,5474,65.1,3,17,5,18.4
2738,205,16,1013.9,0,5476,66.4,3,21,4,18.32
2739,204,11,1013.8,0,5478,66.9,3,9,4,18.16
2740,201,8,1013.9,0,5480,67.6,3,26,5,18
2741,177,11,1013.8,0,5482,68.4,3,15,5,17.74
2742,190,14,1013.7,0,5484,69.5,3,27,5,17.49
2743,207,14,1013.6,0,5486,71.4,3,9,4,17.43
2744,196,8,1013.6,0,5488,72.3,3,22,4,17.15
2745,187,6,1013.6,0,5490,72.9,4,12,5,16.96
2746,194,8,1013.5,0,5492,73.7,3,22,4,16.71
2747,197,13,1013.4,0,5494,75.6,1,9,4,16.75
2748,199,15,1013.4,0,5496,76.3,2,15,4,16.5
2749,198,12,1013.3,0,5498,77.3,3,18,5,16.5
2750,199,11,1013.2,0,5500,78.2,4,27,5,16.63
2751,198,13,1013.1,0,5502,78.2,4,19,6,16.76
2752,198,8,1013.1,0,5504,77.9,4,24,5,16.72
2753,201,15,1013,0,5506,77.6,3,20,7,16.73
2754,200,13,1013,0,5508,76.2,3,21,5,16.65
2755,195,8,1013,0,5510,75.7,4,19,5,16.51
2756,190,9,1012.9,0,5512,75.5,4,25,6,16.44
2757,186,10,1012.9,0,5514,75.7,3,16,5,16.21
2758,166,10,1013,0,5516,75.6,4,14,6,16.28
2759,161,7,1013,0,5518,75.6,3,16,4,15.97
2760,152,5,1013,0,5520,77.1,1,17,4,15.8
2761,135,6,1013,0,5522,78,0,15,4,15.58
2762,134,9,1013,0,5524,78.9,3,19,5,15.43
2763,142,11,1013,0,5526,79,3,32,4,15.19
2764,148,11,1013,0,5528,78.9,2,18,4,14.95
2765,122,12,1013,0,5530,76.5,3,29,5,15.4
2766,116,9,1013,0,5532,69.8,5,23,7,16.02
2767,108,9,1013.1,0,5534,67.1,5,16,7,16.06
2768,110,6,1013.2,0,5536,66.3,5,32,6,15.92
2769,104,4,1013.2,0,5538,66.3,4,18,6,15.81
2770,102,5,1013.3,0,5540,65.9,4,16,5,15.83
2771,109,6,1013.3,0,5542,66.2,4,10,6,15.7
2772,103,3,1013.4,0,5544,66.7,3,20,5,15.54
2773,112,5,1013.4,0,5546,65.7,4,18,5,16.02
2774,116,3,1013.4,0,5548,64.8,4,15,5,15.86
2775,107,4,1013.4,0,5550,66.1,5,15,6,15.59
2776,102,4,1013.3,0,5552,66.6,5,23,6,15.52
2777,101,2,1013.5,0,5554,67.3,4,25,5,15.44
2778,106,5,1013.5,0,5556,67.6,4,30,5,15.33
2779,109,1,1013.6,0,5558,68.1,4,29,5,15.25
2780,115,8,1013.7,0,5560,68.3,3,38,5,15.31
2781,115,2,1013.8,0,5562,66.7,3,38,4,15.85
2782,113,4,1014,0,5564,65.4,3,68,5,16.32
2783,109,6,1014.1,0,5566,63.1,4,93,5,16.86
2784,100,4,1014.1,0,5568,62.7,4,131,5,17.25
2785,105,5,1014.2,0,5570,59.8,4,169,5,18.11
2786,102,4,1014.3,0,5572,58.3,3,206,4,18.78
2787,91,11,1014.3,0,5574,56.2,4,254,6,19.45
2788,76,15,1014.4,0,5576,52.2,5,287,6,20.22
2789,78,14,1014.4,0,5578,48.6,5,316,7,20.62
2790,69,10,1014.5,0,5580,47,5,363,7,20.99
2791,65,16,1014.5,0,5582,44.4,7,380,10,21.57
2792,74,17,1014.5,0,5584,42,7,424,11,21.97
2793,76,16,1014.5,0,5586,40.1,8,462,11,22.38
2794,70,14,1014.5,0,5588,40,7,493,12,23.03
2795,66,16,1014.6,0,5590,39.2,7,536,9,23.47
2796,75,18,1014.6,0,5592,37,6,566,8,23.59
2797,71,18,1014.7,0,5594,37.2,6,597,8,23.93
2798,71,27,1014.7,0,5596,36,5,632,7,24.2
2799,94,34,1014.7,0,5598,34.9,4,660,7,24.63
2800,85,21,1014.7,0,5600,33.4,5,700,8,25.25
2801,105,49,1014.7,0,5602,32.7,4,724,6,25.99
2802,100,27,1014.6,0,5604,31.9,5,751,8,26.25
2803,50,18,1014.5,0,5606,32.1,4,786,6,26.49
2804,93,29,1014.4,0,5608,29.8,5,821,9,26.91
2805,67,28,1014.4,0,5610,30.5,5,841,9,26.97
2806,221,41,1014.4,0,5612,28.8,4,877,5,27.93
2807,127,49,1014.3,0,5614,27.4,4,897,6,28.34
2808,134,45,1014.2,0,5616,26.1,3,921,6,28.35
2809,173,90,1014.2,0,5618,25.6,4,939,6,29.07
2810,231,72,1014.1,0,5620,23.9,4,956,6,29.4
2811,168,75,1014,0,5622,23.6,4,977,8,30.09
2812,99,28,1013.9,0,5624,20,4,992,6,30.14
2813,168,52,1013.9,0,5626,20.3,4,1006,6,30.89
2814,194,56,1013.9,0,5628,32.4,5,1009,10,29.72
2815,242,34,1013.9,0,5630,32.3,7,1034,11,29.56
2816,260,30,1013.9,0,5632,33.3,7,1031,12,29.64
2817,227,31,1014,0,5634,33.9,7,1040,12,29.17
2818,227,28,1013.9,0,5636,33.3,6,1035,10,29.02
2819,227,29,1013.8,0,5638,32.7,6,1048,10,29.69
2820,222,30,1013.8,0,5640,31.9,7,1043,10,29.29
2821,225,32,1013.7,0,5642,31.7,7,1042,11,29.04
2822,237,35,1013.7,0,5644,31,7,1045,10,30.06
2823,352,87,1013.6,0,5646,32.8,7,1063,12,29.88
2824,244,30,1013.5,0,5648,29.1,7,1048,11,30.66
2825,230,30,1013.4,0,5650,29.9,7,1042,12,30.92
2826,226,34,1013.3,0,5652,25,7,1034,11,30
2827,205,95,1013.2,0,5654,28.2,6,1035,10,31.31
2828,236,35,1013.2,0,5656,26.8,9,1026,16,30.42
2829,234,35,1013.2,0,5658,27.4,8,1004,12,30.87
2830,346,88,1013.1,0,5660,25.6,9,1006,15,29.6
2831,235,32,1013,0,5662,28.2,9,989,16,30.1
2832,232,33,1012.9,0,5664,31.6,9,966,17,28.59
2833,77,105,1013,0,5666,33,9,950,15,28
2834,57,88,1012.8,0,5668,32.8,10,949,15,28.71
2835,238,36,1012.7,0,5670,32.2,9,933,15,28.74
2836,236,40,1012.6,0,5672,26.8,9,903,15,28.44
2837,314,24,1012.6,0,5674,26.7,8,891,12,28.64
2838,40,91,1012.5,0,5676,29.7,9,869,17,27.89
2839,234,30,1012.5,0,5678,35,9,845,16,28.13
2840,220,38,1012.5,0,5680,36.1,8,796,15,26.76
2841,135,37,1012.5,0,5682,39,8,767,12,26.66
2842,221,33,1012.4,0,5684,33.1,7,735,12,26.89
2843,226,35,1012.4,0,5686,34.9,8,712,13,27.1
2844,228,32,1012.4,0,5688,34.2,8,670,13,27.38
2845,228,29,1012.4,0,5690,34.9,9,641,15,27.19
2846,228,34,1012.4,0,5692,38.6,9,593,15,26.67
2847,227,40,1012.4,0,5694,41.3,8,563,13,26.71
2848,224,30,1012.3,0,5696,39.7,7,529,13,26.63
2849,234,37,1012.2,0,5698,39.9,7,480,15,27.11
2850,231,34,1012.3,0,5700,38,7,447,11,27.04
2851,231,34,1012.3,0,5702,39.8,7,411,12,27.07
2852,230,30,1012.4,0,5704,41,7,375,10,27.21
2853,54,60,1012.4,0,5706,39.4,5,343,9,27.19
2854,221,35,1012.4,0,5708,41.4,5,322,9,26.95
2855,221,32,1012.5,0,5710,42.2,5,294,8,26.9
2856,221,40,1012.5,0,5712,42.1,4,260,6,27.13
2857,222,29,1012.5,0,5714,43.5,5,219,9,26.47
2858,230,32,1012.5,0,5716,46,6,181,10,25.67
2859,225,35,1012.6,0,5718,48.7,5,120,8,25.28
2860,222,28,1012.7,0,5720,49.2,4,81,7,24.87
2861,222,36,1012.8,0,5722,49.1,4,60,6,24.66
2862,199,28,1012.7,0,5724,40.7,5,17,9,24.66
2863,209,34,1012.8,0,5726,43,4,19,7,24.24
2864,203,25,1012.9,0,5728,44.2,4,23,6,23.91
2865,214,31,1012.9,0,5730,45.3,4,5,7,23.69
2866,97,53,1012.9,0,5732,46.8,5,20,8,23.47
2867,207,23,1013,0,5734,49.7,4,11,7,23.17
2868,205,18,1013,0,5736,51.5,4,20,6,22.8
2869,210,18,1013.1,0,5738,53.2,4,21,6,22.66
2870,206,26,1013.2,0,5740,53.9,4,14,6,22.45
2871,205,18,1013.2,0,5742,54.3,4,22,5,22.22
2872,207,20,1013.3,0,5744,53.7,4,19,5,22.06
2873,205,13,1013.3,0,5746,54.1,4,20,6,21.91
2874,195,6,1013.3,0,5748,54.9,4,25,6,21.58
2875,190,23,1013.3,0,5750,56.1,4,12,6,21.33
2876,195,19,1013.3,0,5752,57.2,4,17,5,21.29
2877,193,11,1013.3,0,5754,57.8,4,25,5,21.04
2878,185,10,1013.5,0,5756,57.7,4,20,5,20.72
2879,185,6,1013.5,0,5758,57.8,3,25,5,20.4
2880,191,4,1013.4,0,5760,58.3,3,28,4,20.05
2881,195,9,1013.4,0,5762,58.9,2,12,4,19.81
2882,199,12,1013.4,0,5764,59.5,1,16,3,19.56
2883,194,6,1013.4,0,5766,59.7,3,22,4,19.34
2884,201,7,1013.3,0,5768,60.2,3,27,4,19.3
2885,194,13,1013.3,0,5770,60.8,3,16,4,19.04
2886,192,4,1013.1,0,5772,61.7,3,15,4,18.88
2887,196,13,1013,0,5774,61.8,3,11,4,18.92
2888,190,5,1012.9,0,5776,62.5,3,19,4,18.79
2889,196,3,1012.8,0,5778,63.5,3,25,4,18.58
2890,194,3,1012.6,0,5780,64.2,3,16,4,18.64
2891,201,11,1012.6,0,5782,64.5,3,28,4,18.7
2892,201,18,1012.5,0,5784,64.8,3,8,4,18.6
2893,200,5,1012.4,0,5786,64.8,3,29,4,18.64
2894,190,6,1012.4,0,5788,65,3,20,5,18.43
2895,189,3,1012.3,0,5790,65.4,4,22,5,18.29
2896,188,3,1012.2,0,5792,65.2,4,7,4,18.34
2897,189,4,1012.1,0,5794,65.8,3,15,4,18.04
2898,185,4,1011.9,0,5796,66.7,3,26,4,17.86
2899,184,4,1011.8,0,5798,67.7,4,17,4,17.51
2900,186,3,1011.7,0,5800,69,3,24,5,17.44
2901,191,1,1011.6,0,5802,69.9,0,21,0,17.42
2902,191,0,1011.5,0,5804,70.3,0,11,0,17.12
2903,191,0,1011.4,0,5806,71.2,0,17,0,16.99
2904,190,0,1011.4,0,5808,72.4,0,17,0,16.88
2905,190,0,1011.3,0,5810,73,0,11,0,16.78
2906,193,4,1011.3,0,5812,73.6,0,27,0,16.76
2907,200,0,1011.3,0,5814,74.2,0,16,0,16.55
2908,208,15,1011.5,0,5816,75.2,0,19,3,16.27
2909,210,17,1011.4,0,5818,77,2,20,5,16.12
2910,201,5,1011.4,0,5820,79,2,17,5,16.14
2911,190,8,1011.3,0,5822,79.4,4,22,6,16.32
2912,174,15,1011.2,0,5824,76.2,4,19,6,17.08
2913,154,9,1011.1,0,5826,67.2,4,15,6,18.56
2914,133,18,1011.1,0,5828,55.6,5,15,8,20.59
2915,128,15,1011.2,0,5830,50.5,6,18,8,21.2
2916,137,15,1011.3,0,5832,47.4,5,14,8,21.67
2917,135,16,1011.2,0,5834,45.8,6,17,8,21.72
2918,142,17,1011.3,0,5836,46.1,5,8,7,21.52
2919,154,10,1011.3,0,5838,47.2,4,26,6,21.17
2920,154,11,1011.4,0,5840,48.5,4,20,5,20.67
2921,116,12,1011.5,0,5842,49.2,4,27,6,20.41
2922,110,6,1011.6,0,5844,49.2,4,19,5,20.41
2923,122,5,1011.7,0,5846,51,3,20,4,19.87
2924,124,4,1011.8,0,5848,55.5,0,24,3,18.65
2925,127,1,1011.8,0,5850,56.6,0,43,0,18.57
2926,142,7,1011.9,0,5852,53.9,1,69,3,19.7
2927,112,20,1011.8,0,5854,52.1,2,88,4,20.77
2928,154,14,1011.9,0,5856,57.6,2,129,4,19.36
2929,168,9,1012.1,0,5858,57.4,0,158,2,19.57
2930,184,0,1012.3,0,5860,58.3,0,214,0,20.05
2931,183,2,1012.3,0,5862,57,2,239,4,20.73
2932,187,11,1012.4,0,5864,56.3,2,286,4,21.29
2933,187,11,1012.4,0,5866,53.5,2,314,4,22.53
2934,151,14,1012.5,0,5868,41.2,3,351,5,24.38
2935,134,10,1012.4,0,5870,36.9,4,383,5,25.24
2936,149,10,1012.4,0,5872,35.3,4,427,5,25.83
2937,129,19,1012.3,0,5874,34.3,4,464,6,26.43
2938,128,17,1012.3,0,5876,32.8,4,496,6,26.87
2939,138,18,1012.3,0,5878,32,4,535,6,27.53
2940,123,17,1012.3,0,5880,31.7,5,572,6,27.79
2941,107,19,1012.3,0,5882,30.9,4,592,5,28.46
2942,109,24,1012.3,0,5884,29.8,4,657,5,29.03
2943,115,25,1012.3,0,5886,28,4,658,6,29.62
2944,98,28,1012.2,0,5888,26.4,3,703,7,30.47
2945,127,25,1012.1,0,5890,26,4,727,5,30.61
2946,55,50,1012.1,0,5892,24.2,3,755,7,31
2947,71,24,1012,0,5894,24.4,4,793,6,31.6
2948,48,32,1011.9,0,5896,23.6,4,822,6,32.56
2949,196,94,1011.8,0,5898,22.4,4,848,5,31.85
2950,51,41,1011.7,0,5900,22,4,869,7,32.64
2951,54,43,1011.5,0,5902,20.8,4,903,6,33.34
2952,22,34,1011.5,0,5904,21.3,4,921,8,33.9
2953,25,42,1011.4,0,5906,18.8,5,966,9,34.34
2954,58,50,1011.3,0,5908,17.8,4,985,7,35.23
2955,103,31,1011.1,0,5910,17.3,4,995,6,35.31
2956,212,78,1011,0,5912,17,4,1010,6,35.79
2957,222,33,1010.9,0,5914,16.4,3,1013,6,35.94
2958,260,38,1010.8,0,5916,15.8,3,1037,6,36.61
2959,239,32,1010.6,0,5918,19.1,4,1058,7,36.64
2960,230,30,1010.5,0,5920,22.2,5,1070,8,36.06
2961,250,30,1010.4,0,5922,21.7,6,1072,7,36.15
2962,225,34,1010.3,0,5924,22.8,5,1098,8,35.77
2963,226,31,1010.1,0,5926,22.8,5,1107,9,36.05
2964,238,38,1010,0,5928,20.8,6,1113,9,35.89
2965,231,36,1009.8,0,5930,21.2,5,1095,8,36.83
2966,238,23,1009.6,0,5932,19.1,7,1075,9,37.15
2967,233,34,1009.5,0,5934,18.8,6,1059,9,36.32
2968,224,33,1009.4,0,5936,19.3,6,1058,11,36.77
2969,105,57,1009.2,0,5938,16.3,7,1053,14,37.02
2970,238,32,1009.1,0,5940,18.3,8,1058,13,37.36
2971,113,88,1009,0,5942,16.4,7,1064,13,36.41
2972,223,36,1008.9,0,5944,16.3,7,1039,11,35.94
2973,59,91,1008.9,0,5946,20.8,9,1006,13,36.15
2974,189,42,1008.8,0,5948,21.5,8,1045,14,35.36
2975,227,40,1008.6,0,5950,21,8,1016,13,34.97
2976,234,33,1008.5,0,5952,21.4,9,944,15,34.76
2977,159,84,1008.4,0,5954,17.8,7,732,11,34.65
2978,263,100,1008.2,0,5956,19.1,9,783,15,34.36
2979,280,38,1008.1,0,5958,19.5,10,813,16,34.07
2980,326,67,1008.2,0,5960,23.1,9,489,16,32.57
2981,227,43,1008.3,0,5962,29.4,9,793,16,30.96
2982,16,92,1008.2,0,5964,33.3,9,957,15,30.25
2983,201,46,1008,0,5966,34.6,9,681,17,30.61
2984,222,39,1007.8,0,5968,34.6,7,484,12,31.1
2985,223,35,1007.7,0,5970,34.2,6,453,9,31.56
2986,227,32,1007.6,0,5972,37.1,7,344,12,30.36
2987,161,59,1007.5,0,5974,39.2,7,426,12,29.65
2988,227,38,1007.6,0,5976,40.8,6,333,10,29.32
2989,226,34,1007.5,0,5978,41.2,5,414,8,29.62
2990,220,33,1007.4,0,5980,41.2,6,377,9,29.36
2991,223,39,1007.4,0,5982,41.6,6,263,8,29
2992,216,25,1007.1,0,5984,41.3,5,263,8,29.1
2993,236,84,1006.9,0,5986,39.6,5,293,7,29.88
2994,213,32,1006.8,0,5988,39,4,442,6,31.19
2995,338,55,1006.8,0,5990,31.6,5,439,7,32.96
2996,320,63,1006.7,0,5992,32.2,5,444,8,33.04
2997,217,37,1006.6,0,5994,29.2,5,259,10,33.37
2998,15,56,1006.6,0,5996,30.5,5,245,7,32.8
2999,231,39,1006.7,0,5998,33.7,5,120,9,31.51
3000,1,89,1006.8,0,6000,40.3,6,182,10,30.2
3001,220,30,1007,0,6002,46.8,5,99,10,28.6
3002,218,28,1007,0,6004,50.6,5,79,9,27.94
3003,221,34,1007.1,0,6006,53.1,4,101,6,27.45
3004,137,26,1007.1,0,6008,54.3,4,130,6,27.39
3005,233,54,1007,0,6010,54.4,4,94,6,27.33
3006,222,34,1007.1,0,6012,54,4,80,6,27.27
3007,224,29,1007.1,0,6014,54.2,4,62,6,27.03
3008,214,31,1007.4,0,6016,55.2,3,38,5,26.76
3009,215,25,1007.5,0,6018,54.7,4,27,5,26.52
3010,211,38,1007.5,0,6020,49.4,5,27,7,26.89
3011,223,36,1007.4,0,6022,54.6,4,18,6,26.11
3012,65,85,1007.5,0,6024,54.2,4,17,6,25.91
3013,224,32,1007.7,0,6026,55.5,4,3,6,25.57
3014,137,98,1007.8,0,6028,56.9,4,27,6,25.47
3015,209,23,1007.9,0,6030,58,4,16,7,25.45
